Area Code,Area,Item Code,Item,Element,Year Code,Year,Unit,Value,SUBJECT,MEASURE,Value
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2004,2004,1000 US$,40767.75,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2005,2005,1000 US$,36599.5,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2006,2006,1000 US$,48693.64,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2007,2007,1000 US$,54572.28,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2008,2008,1000 US$,98330.37,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2009,2009,1000 US$,83909.19,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2010,2010,1000 US$,112554.13,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2011,2011,1000 US$,97261.91,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2012,2012,1000 US$,101325.27,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2013,2013,1000 US$,113363.62,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2014,2014,1000 US$,154537.26,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2015,2015,1000 US$,120339.52,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2016,2016,1000 US$,83660.77,,,
231,United States of America,4003,Ammonium nitrate (AN),Export Value,2017,2017,1000 US$,90667.64,,,
231,United States of America,4003,Ammonium nitrate (AN),Agricultural Use,2008,2008,tonnes,761869.67,,,
231,United States of America,4003,Ammonium nitrate (AN),Agricultural Use,2009,2009,tonnes,677444,,,
231,United States of America,4003,Ammonium nitrate (AN),Agricultural Use,2010,2010,tonnes,661080.56,,,
231,United States of America,4003,Ammonium nitrate (AN),Agricultural Use,2011,2011,tonnes,709830.53,,,
231,United States of America,4003,Ammonium nitrate (AN),Agricultural Use,2012,2012,tonnes,788317,,,
231,United States of America,4003,Ammonium nitrate (AN),Agricultural Use,2013,2013,tonnes,828863,,,
231,United States of America,4003,Ammonium nitrate (AN),Agricultural Use,2014,2014,tonnes,700767,,,
231,United States of America,4003,Ammonium nitrate (AN),Agricultural Use,2015,2015,tonnes,553080,,,
231,United States of America,4003,Ammonium nitrate (AN),Agricultural Use,2016,2016,tonnes,551628,,,
231,United States of America,4003,Ammonium nitrate (AN),Agricultural Use,2017,2017,tonnes,544662,,,
231,United States of America,4002,Ammonium sulphate,Production,2008,2008,tonnes,2805944.29,,,
231,United States of America,4002,Ammonium sulphate,Production,2009,2009,tonnes,2531438,,,
231,United States of America,4002,Ammonium sulphate,Production,2010,2010,tonnes,2917576.6,,,
231,United States of America,4002,Ammonium sulphate,Production,2011,2011,tonnes,3066567.03,,,
231,United States of America,4002,Ammonium sulphate,Production,2012,2012,tonnes,3415605.65,,,
231,United States of America,4002,Ammonium sulphate,Production,2013,2013,tonnes,3323252,,,
231,United States of America,4002,Ammonium sulphate,Production,2014,2014,tonnes,3380544,,,
231,United States of America,4002,Ammonium sulphate,Production,2015,2015,tonnes,3308069,,,
231,United States of America,4002,Ammonium sulphate,Production,2016,2016,tonnes,3016751,,,
231,United States of America,4002,Ammonium sulphate,Production,2017,2017,tonnes,2958864,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2002,2002,tonnes,327465.97,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2003,2003,tonnes,269847.8,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2004,2004,tonnes,326074.41,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2005,2005,tonnes,279520.84,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2006,2006,tonnes,300853.68,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2007,2007,tonnes,409660.92,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2008,2008,tonnes,15625.92,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2009,2009,tonnes,365217.56,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2010,2010,tonnes,358117.48,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2011,2011,tonnes,308833.96,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2012,2012,tonnes,267547.21,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2013,2013,tonnes,298928.18,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2014,2014,tonnes,346810.91,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2015,2015,tonnes,541040.05,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2016,2016,tonnes,404202.98,,,
231,United States of America,4002,Ammonium sulphate,Import Quantity,2017,2017,tonnes,428443.62,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2002,2002,1000 US$,24973.05,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2003,2003,1000 US$,26761.54,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2004,2004,1000 US$,41053.14,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2005,2005,1000 US$,43660.65,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2006,2006,1000 US$,46872.45,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2007,2007,1000 US$,67724.26,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2008,2008,1000 US$,101884.71,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2009,2009,1000 US$,85984.86,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2010,2010,1000 US$,66189.7,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2011,2011,1000 US$,69211.16,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2012,2012,1000 US$,79092.4,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2013,2013,1000 US$,89789.49,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2014,2014,1000 US$,84129,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2015,2015,1000 US$,104508.38,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2016,2016,1000 US$,78507.03,,,
231,United States of America,4002,Ammonium sulphate,Import Value,2017,2017,1000 US$,74059.8,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2002,2002,tonnes,828856.46,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2003,2003,tonnes,914784.14,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2004,2004,tonnes,856803.05,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2005,2005,tonnes,721877.81,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2006,2006,tonnes,971618.99,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2007,2007,tonnes,977408.93,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2008,2008,tonnes,924949.48,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2009,2009,tonnes,830079.08,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2010,2010,tonnes,708813.03,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2011,2011,tonnes,921861.73,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2012,2012,tonnes,959367.51,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2013,2013,tonnes,922434.27,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2014,2014,tonnes,971473.03,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2015,2015,tonnes,772556.7,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2016,2016,tonnes,929928.4,,,
231,United States of America,4002,Ammonium sulphate,Export Quantity,2017,2017,tonnes,867193.1,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2002,2002,1000 US$,65557.26,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2003,2003,1000 US$,78815.9,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2004,2004,1000 US$,99636.94,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2005,2005,1000 US$,102027.15,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2006,2006,1000 US$,126008.84,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2007,2007,1000 US$,166860.54,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2008,2008,1000 US$,315990.42,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2009,2009,1000 US$,138538.32,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2010,2010,1000 US$,125202.84,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2011,2011,1000 US$,296183.5,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2012,2012,1000 US$,326825.93,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2013,2013,1000 US$,296108.1,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2014,2014,1000 US$,231117.5,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2015,2015,1000 US$,188618.07,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2016,2016,1000 US$,177161.29,,,
231,United States of America,4002,Ammonium sulphate,Export Value,2017,2017,1000 US$,253931.17,,,
231,United States of America,4002,Ammonium sulphate,Agricultural Use,2008,2008,tonnes,1170771.14,,,
231,United States of America,4002,Ammonium sulphate,Agricultural Use,2009,2009,tonnes,1108148,,,
231,United States of America,4002,Ammonium sulphate,Agricultural Use,2010,2010,tonnes,1217021.7,,,
231,United States of America,4002,Ammonium sulphate,Agricultural Use,2011,2011,tonnes,1367805.5,,,
231,United States of America,4002,Ammonium sulphate,Agricultural Use,2012,2012,tonnes,1381014,,,
231,United States of America,4002,Ammonium sulphate,Agricultural Use,2013,2013,tonnes,1376330,,,
231,United States of America,4002,Ammonium sulphate,Agricultural Use,2014,2014,tonnes,1667606,,,
231,United States of America,4002,Ammonium sulphate,Agricultural Use,2015,2015,tonnes,1759768,,,
231,United States of America,4002,Ammonium sulphate,Agricultural Use,2016,2016,tonnes,1755147,,,
231,United States of America,4002,Ammonium sulphate,Agricultural Use,2017,2017,tonnes,1732982,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2002,2002,tonnes,96219,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2003,2003,tonnes,43753.94,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2004,2004,tonnes,5767,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2005,2005,tonnes,4982.98,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2006,2006,tonnes,50648,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2007,2007,tonnes,89722.16,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2008,2008,tonnes,45434.5,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2009,2009,tonnes,27481.6,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2010,2010,tonnes,125791.59,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2011,2011,tonnes,149134.63,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2012,2012,tonnes,137845.93,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2013,2013,tonnes,136690.1,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2014,2014,tonnes,184207.42,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2015,2015,tonnes,77513.01,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2016,2016,tonnes,136444.34,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Quantity,2017,2017,tonnes,56212.27,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2002,2002,1000 US$,7289.49,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2003,2003,1000 US$,5106.99,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2004,2004,1000 US$,1862.24,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2005,2005,1000 US$,2182.05,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2006,2006,1000 US$,30505.44,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2007,2007,1000 US$,65700.76,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2008,2008,1000 US$,47665.55,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2009,2009,1000 US$,23664.49,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2010,2010,1000 US$,43412.69,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2011,2011,1000 US$,50744.18,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2012,2012,1000 US$,48559.68,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2013,2013,1000 US$,40341.69,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2014,2014,1000 US$,52591.64,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2015,2015,1000 US$,19668.19,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2016,2016,1000 US$,23737.7,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Import Value,2017,2017,1000 US$,10108.42,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2002,2002,tonnes,4051.63,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2003,2003,tonnes,2873.52,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2004,2004,tonnes,3825.83,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2005,2005,tonnes,4726.51,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2006,2006,tonnes,4817.68,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2007,2007,tonnes,2883.76,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2008,2008,tonnes,17034.91,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2009,2009,tonnes,3775.68,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2010,2010,tonnes,4777.44,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2011,2011,tonnes,3518.64,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2012,2012,tonnes,2989.77,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2013,2013,tonnes,2073.3,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2014,2014,tonnes,1383.64,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2015,2015,tonnes,1971.73,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2016,2016,tonnes,2395.68,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Quantity,2017,2017,tonnes,1544.95,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2002,2002,1000 US$,983.63,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2003,2003,1000 US$,951.48,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2004,2004,1000 US$,1379.3,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2005,2005,1000 US$,2285.33,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2006,2006,1000 US$,2428.74,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2007,2007,1000 US$,1838.13,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2008,2008,1000 US$,8491.44,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2009,2009,1000 US$,2012.57,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2010,2010,1000 US$,2310.67,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2011,2011,1000 US$,2083.76,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2012,2012,1000 US$,1739.06,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2013,2013,1000 US$,1362.5,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2014,2014,1000 US$,1074.57,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2015,2015,1000 US$,1460.17,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2016,2016,1000 US$,1292.64,,,
231,United States of America,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,Export Value,2017,2017,1000 US$,1437.81,,,
231,United States of America,4022,Diammonium phosphate (DAP),Production,2008,2008,tonnes,7285252.65,,,
231,United States of America,4022,Diammonium phosphate (DAP),Production,2009,2009,tonnes,7382297,,,
231,United States of America,4022,Diammonium phosphate (DAP),Production,2010,2010,tonnes,7063269.53,,,
231,United States of America,4022,Diammonium phosphate (DAP),Production,2011,2011,tonnes,6628457.77,,,
231,United States of America,4022,Diammonium phosphate (DAP),Production,2012,2012,tonnes,6187381.84,,,
231,United States of America,4022,Diammonium phosphate (DAP),Production,2013,2013,tonnes,5406542,,,
231,United States of America,4022,Diammonium phosphate (DAP),Production,2014,2014,tonnes,4766257,,,
231,United States of America,4022,Diammonium phosphate (DAP),Production,2015,2015,tonnes,4315782,,,
231,United States of America,4022,Diammonium phosphate (DAP),Production,2016,2016,tonnes,3553182,,,
231,United States of America,4022,Diammonium phosphate (DAP),Production,2017,2017,tonnes,3529967,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2002,2002,tonnes,28287.94,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2003,2003,tonnes,8929.1,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2004,2004,tonnes,11896.64,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2005,2005,tonnes,4914.73,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2006,2006,tonnes,13742.66,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2007,2007,tonnes,14808.89,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2008,2008,tonnes,10154.48,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2009,2009,tonnes,8121.24,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2010,2010,tonnes,230619.79,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2011,2011,tonnes,243293.5,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2012,2012,tonnes,157708.3,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2013,2013,tonnes,261884.63,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2014,2014,tonnes,486481.52,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2015,2015,tonnes,756134.15,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2016,2016,tonnes,634427.11,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Quantity,2017,2017,tonnes,758908.06,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2002,2002,1000 US$,8988.87,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2003,2003,1000 US$,2838.89,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2004,2004,1000 US$,5984.94,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2005,2005,1000 US$,3555.26,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2006,2006,1000 US$,6754.13,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2007,2007,1000 US$,9336.76,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2008,2008,1000 US$,11272.41,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2009,2009,1000 US$,9957.88,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2010,2010,1000 US$,120360.94,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2011,2011,1000 US$,140748.56,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2012,2012,1000 US$,89236.94,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2013,2013,1000 US$,134086.02,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2014,2014,1000 US$,220650.76,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2015,2015,1000 US$,337862.83,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2016,2016,1000 US$,214146.89,,,
231,United States of America,4022,Diammonium phosphate (DAP),Import Value,2017,2017,1000 US$,252858.17,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2002,2002,tonnes,6887251.77,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2003,2003,tonnes,5695830.98,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2004,2004,tonnes,5527700.81,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2005,2005,tonnes,5169711.69,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2006,2006,tonnes,5815934.07,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2007,2007,tonnes,4101972.52,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2008,2008,tonnes,4400806,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2009,2009,tonnes,4597381.92,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2010,2010,tonnes,3150082.5,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2011,2011,tonnes,3356813.87,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2012,2012,tonnes,3069200.01,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2013,2013,tonnes,2863224.07,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2014,2014,tonnes,2494700.55,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2015,2015,tonnes,2122082.52,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2016,2016,tonnes,1636912.37,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Quantity,2017,2017,tonnes,1816993.64,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2002,2002,1000 US$,1231102.16,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2003,2003,1000 US$,1139163.75,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2004,2004,1000 US$,1392510.82,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2005,2005,1000 US$,1482353.39,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2006,2006,1000 US$,1752688.72,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2007,2007,1000 US$,1759558.09,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2008,2008,1000 US$,4727838.09,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2009,2009,1000 US$,1818352.27,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2010,2010,1000 US$,1538397.74,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2011,2011,1000 US$,2136340.8,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2012,2012,1000 US$,1796729.4,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2013,2013,1000 US$,1455849.39,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2014,2014,1000 US$,1183064.95,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2015,2015,1000 US$,996871.6,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2016,2016,1000 US$,590496.98,,,
231,United States of America,4022,Diammonium phosphate (DAP),Export Value,2017,2017,1000 US$,599892.2,,,
231,United States of America,4022,Diammonium phosphate (DAP),Agricultural Use,2008,2008,tonnes,2080619.07,,,
231,United States of America,4022,Diammonium phosphate (DAP),Agricultural Use,2009,2009,tonnes,1833097,,,
231,United States of America,4022,Diammonium phosphate (DAP),Agricultural Use,2010,2010,tonnes,2161904.74,,,
231,United States of America,4022,Diammonium phosphate (DAP),Agricultural Use,2011,2011,tonnes,2265924.7,,,
231,United States of America,4022,Diammonium phosphate (DAP),Agricultural Use,2012,2012,tonnes,2388198,,,
231,United States of America,4022,Diammonium phosphate (DAP),Agricultural Use,2013,2013,tonnes,2531251,,,
231,United States of America,4022,Diammonium phosphate (DAP),Agricultural Use,2014,2014,tonnes,2477096,,,
231,United States of America,4022,Diammonium phosphate (DAP),Agricultural Use,2015,2015,tonnes,2281099,,,
231,United States of America,4022,Diammonium phosphate (DAP),Agricultural Use,2016,2016,tonnes,2348933,,,
231,United States of America,4022,Diammonium phosphate (DAP),Agricultural Use,2017,2017,tonnes,2348094,,,
231,United States of America,4030,Fertilizers n.e.c.,Import Quantity,2002,2002,tonnes,65240.61,,,
231,United States of America,4030,Fertilizers n.e.c.,Import Quantity,2003,2003,tonnes,52946.91,,,
231,United States of America,4030,Fertilizers n.e.c.,Import Quantity,2004,2004,tonnes,26282.6,,,
231,United States of America,4030,Fertilizers n.e.c.,Import Quantity,2005,2005,tonnes,24479.83,,,
231,United States of America,4030,Fertilizers n.e.c.,Import Quantity,2006,2006,tonnes,21860.46,,,
231,United States of America,4030,Fertilizers n.e.c.,Import Quantity,2007,2007,tonnes,30106.67,,,
231,United States of America,4030,Fertilizers n.e.c.,Import Quantity,2008,2008,tonnes,15329.6,,,
231,United States of America,4030,Fertilizers n.e.c.,Import Quantity,2009,2009,tonnes,34625.98,,,
231,United States of America,4030,Fertilizers n.e.c.,Import Quantity,2010,2010,tonnes,51319.56,,,
231,United States of America,4030,Fertilizers n.e.c.,Import Quantity,2011,2011,tonnes,159717.55,,,
